NationalitÃ©;Club;championnat ;Nom;Position;Note;VIT;TIR;PAS;DRI;DEF;PHY
CÃ´te d'Ivoire;CÃ´me;Serie A;#8960 Ben Lhassine Kone;8960;66;76;61;64;72;56;63
Allemagne;VfB Stuttgart;Bundesliga;#8960 Frans KrÃ¤tzig;8960;66;66;45;61;71;62;53
Allemagne;Leverkusen;Bundesliga;#8960 Niklas Lomb;8960;66;68;58;64;70;38;63
Espagne;Athletic Club;La Liga;#8960 Javi MartÃ³n;8960;66;57;70;50;64;25;53
Uruguay;Genoa;Serie A;#8960 Alan Matturro;8960;66;64;30;52;54;67;64
Roumanie;Brighton;Premier League;#8960 Adrian Mazilu;8960;66;81;64;58;69;35;55
Italie;Venezia;Serie A;#8960 Hans Nicolussi Caviglia;8960;66;63;53;67;67;53;49
Ghana;Leicester City;Premier League;#8960 Nathan Opoku;8960;66;81;68;54;66;24;61
GuinÃ©e Ã©quatoriale;D. AlavÃ©s;La Liga;#8960 Owono;8960;66;68;66;65;65;28;62
France;Angers SCO;Ligue 1;#8960 Lilian Raolisoa;8960;66;69;38;51;66;66;56
Allemagne;SC Freiburg;Bundesliga;#8960 Max Rosenfelder;8960;66;58;22;48;51;67;61
Belgique;Venezia;Serie A;#8960 Richie Sagrado;8960;66;75;46;56;67;60;66
Allemagne;FC St. Pauli;Bundesliga;#8960 Ben Voll;8960;66;67;64;65;68;24;65
SÃ©nÃ©gal;AS Saint-Ã‰tienne;Ligue 1;#8960 Ibrahima Wadji;8960;66;89;65;55;69;27;67
Allemagne;1. FSV Mainz 05;Bundesliga;#8960 Nelson Weiper;8960;66;70;65;46;65;25;69
Turquie;Getafe CF;La Liga;#8960 BertuÄŸ YÄ±ldÄ±rÄ±m;8960;66;70;64;48;62;32;72
France;Cagliari;Serie A;#10049 Michel Ndary Adopo;10049;65;58;56;62;65;66;63
SuÃ¨de;FC St. Pauli;Bundesliga;#10049 Erik Ahlstrand;10049;65;77;56;59;65;36;57
CÃ´te d'Ivoire;AJ Auxerre;Ligue 1;#10049 ClÃ©ment Akpa;10049;65;68;41;52;62;62;60
Allemagne;SV Werder Bremen;Bundesliga;#10049 Mio Backhaus;10049;65;65;60;60;69;19;63
France;Hellas VÃ©rone;Serie A;#10049 Reda Belahyane;10049;65;50;46;59;68;66;42
Espagne;Sevilla FC;La Liga;#10049 DarÃ­o;10049;65;58;32;51;62;64;62
Islande;Venezia;Serie A;#10049 Bjarki Steinn Bjarkason;10049;65;63;58;63;67;48;55
Espagne;Udinese;Serie A;#10049 Iker Bravo;10049;65;66;66;54;65;23;56
Espagne;Sevilla FC;La Liga;#10049 Manu Bueno;10049;65;60;60;58;65;61;57
Espagne;FC Barcelona;La Liga;#10049 Marc CasadÃ³;10049;65;58;54;62;66;62;53
Italie;Hellas VÃ©rone;Serie A;#10049 Mattia Chiesa;10049;65;67;62;67;65;39;61
Italie;Bologne;Serie A;#10049 Tommaso Corazza;10049;65;66;56;61;67;65;58
Angleterre;Brentford;Premier League;#10049 Matthew Cox;10049;65;67;63;65;66;30;65
Allemagne;VfL Wolfsburg;Bundesliga;#10049 Bence DÃ¡rdai;10049;65;65;54;64;67;24;47
Allemagne;VfB Stuttgart;Bundesliga;#10049 Justin Diehl;10049;65;81;66;55;70;22;45
MacÃ©doine du Nord;VfL Bochum 1848;Bundesliga;#10049 Agon Elezi;10049;65;67;56;62;61;64;57
Islande;Venezia;Serie A;#10049 Mikael Egill Ellertsson;10049;65;69;68;64;70;61;54
Espagne;Sevilla FC;La Liga;#10049 Alberto Flores;10049;65;65;66;63;64;30;63
Togo;Leverkusen;Bundesliga;#10049 Sadik Fofana;10049;65;69;45;57;58;62;73
Angleterre;Monza;Serie A;#10049 Omari Forson;10049;65;72;60;63;68;31;51
Espagne;FC Barcelona;La Liga;#10049 HÃ©ctor Fort;10049;65;73;35;60;59;62;61
Espagne;RCD Espanyol;Ligue 1;#10049 FortuÃ±o;10049;65;63;64;64;65;42;65
Allemagne;Holstein Kiel;Bundesliga;#10049 Max Geschwill;10049;65;69;31;47;57;66;66
Angleterre;Newcastle Utd;Premier League;#10049 Mark Gillespie;10049;65;65;63;62;67;34;64
Lituanie;Torino;Serie A;#10049 Gvidas Gineitis;10049;65;57;58;66;66;52;64
Espagne;Celta Vigo;La Liga;#10049 Alfon;10049;65;76;64;59;67;32;55
France;Villarreal CF;La Liga;#10049 Willy Kambwala;10049;65;71;30;51;58;64;64
France;Havre AC;Ligue 1;#10049 Yann Kitala;10049;65;71;66;46;62;24;71
CÃ´te d'Ivoire;Stade de Reims;Ligue 1;#10049 Amadou KonÃ©;10049;65;61;53;60;61;61;66
France;RC Lens;Ligue 1;#10049 RÃ©my Labeau Lascary;10049;65;72;65;57;64;27;57
RÃ©publique centrafricaine;Stade Rennais FC;Ligue 1;#10049 Geoffrey Lembet;10049;65;66;59;62;71;39;65
JamaÃ¯que;Wolves;Premier League;#10049 Dexter Lembikisa;10049;65;83;43;55;60;60;60
Italie;Parma;Serie A;#10049 Giovanni Leoni;10049;65;55;27;41;47;66;64
France;Havre AC;Ligue 1;#10049 Ã‰lysÃ©e Logbo;10049;65;61;65;50;63;19;66
Espagne;Real Sociedad;La Liga;#10049 Pablo MarÃ­n;10049;65;62;58;62;65;37;47
Espagne;Real Sociedad;La Liga;#10049 Unai Marrero;10049;65;67;65;59;68;22;65
France;Paris SG;Ligue 1;#10049 Senny Mayulu;10049;65;72;60;63;71;48;53
France;Havre AC;Ligue 1;#10049 Steve Ngoura;10049;65;63;65;48;65;19;53
Allemagne;TSG Hoffenheim;Bundesliga;#10049 Luca Philipp;10049;65;63;62;59;67;26;67
Italie;AS Roma;Serie A;#10049 NiccolÃ² Pisilli;10049;65;53;59;65;63;59;52
Italie;Lazio;Serie A;#10049 AndrÃ© Anderson;10049;65;65;61;60;68;25;43
Espagne;RCD Espanyol;Ligue 1;#10049 Antoniu Roca;10049;65;82;57;58;66;39;57
Uruguay;Getafe CF;La Liga;#10049 Ãlvaro;10049;65;68;63;59;63;22;55
BrÃ©sil;FC St. Pauli;Bundesliga;#10049 Maurides;10049;65;47;67;53;63;30;77
Allemagne;Holstein Kiel;Bundesliga;#10049 Lasse Rosenboom;10049;65;67;36;57;58;63;65
France;Strasbourg;Ligue 1;#10049 Mamadou Sarr;10049;65;62;30;51;54;65;68
Albanie;Cagliari;Serie A;#10049 Alen Sherri;10049;65;66;61;61;68;34;63
Belgique;Hellas VÃ©rone;Serie A;#10049 Ayanda Sishuba;10049;65;71;60;60;73;32;40
Angleterre;OM;Ligue 1;#10049 Emran Soglo;10049;65;74;54;62;67;58;50
Nigeria;Getafe CF;La Liga;#10049 Chrisantus Uche;10049;65;66;49;51;61;63;77
Allemagne;Borussia Dortmund;Bundesliga;#10049 Kjell WÃ¤tjen;10049;65;72;52;66;67;54;55
Hongrie;Girona FC;La Liga;#10049 Antal Yaakobishvili;10049;65;66;25;50;54;64;68
Italie;AC milan;Serie A;#10049 Kevin Zeroli;10049;65;68;57;62;70;64;59
Espagne;Girona FC;La Liga;#11128 Ricard Artero;11128;64;68;60;61;65;57;58
Angleterre;Spurs;Premier League;#11128 Brandon Austin;11128;64;69;63;55;62;41;64
Allemagne;VfL Bochum 1848;Bundesliga;#11128 Samuel Bamba;11128;64;80;50;57;69;24;44
Suisse;Montpellier;Ligue 1;#11128 Gabriel BarÃ¨s;11128;64;60;49;64;63;60;64
Pays-Bas;Aston Villa;Premier League;#11128 Lamare Bogarde;11128;64;64;46;57;61;63;69
Luxembourg;M'gladbach;Bundesliga;#11128 Yvandro Borges Sanches;11128;64;77;57;64;63;53;58
Allemagne;VfL Wolfsburg;Bundesliga;#11128 Bennit BrÃ¶ger;11128;64;66;45;59;73;35;41
CÃ´te d'Ivoire;Parma;Serie A;#11128 Drissa Camara;11128;64;65;57;63;65;54;58
Ã‰tats-Unis;Borussia Dortmund;Bundesliga;#11128 Cole Campbell;11128;64;73;57;59;69;26;39
Argentine;Venezia;Serie A;#11128 Franco Carboni;11128;64;62;40;55;57;60;68
Italie;M'gladbach;Bundesliga;#11128 Fabio Chiarodia;11128;64;66;33;49;56;65;63
Italie;Hellas VÃ©rone;Serie A;#11128 Alphadjo CissÃ¨;11128;64;77;59;62;67;46;51
Italie;Parma;Serie A;#11128 Edoardo Corvi;11128;64;66;63;61;67;25;58
France;Stade de Reims;Ligue 1;#11128 Mamadou Diakhon;11128;64;75;59;57;68;32;48
Danemark;Lecce;Serie A;#11128 Patrick Dorgu;11128;64;78;50;54;67;57;48
Allemagne;Holstein Kiel;Bundesliga;#11128 Marcel Engelhardt;11128;64;69;58;61;67;46;64
Espagne;CD LeganÃ©s;La Liga;#11128 Naim GarcÃ­a;11128;64;60;63;60;68;33;50
Angleterre;Chelsea;Premier League;#11128 Tyrique George;11128;64;81;62;58;68;32;52
Estonie;Real Valladolid;La Liga;#11128 Karl Hein;11128;64;61;63;56;66;35;64
Danemark;Francfort;Bundesliga;#11128 Oscar HÃ¸jlund;11128;64;74;56;60;66;61;66
Croatie;UD Las Palmas;La Liga;#11128 Dinko HorkaÅ¡;11128;64;64;61;61;66;48;62
Espagne;Sevilla FC;La Liga;#11128 Hormigo;11128;64;67;26;53;51;62;57
Turquie;Torino;Serie A;#11128 Emirhan Ä°lkhan;11128;64;66;58;63;70;50;48
Espagne;Athletic Club;La Liga;#11128 Jauregizar;11128;64;60;55;57;62;56;57
Pays de Galles;Wolves;Premier League;#11128 Tom King;11128;64;64;63;61;64;42;63
Allemagne;FC Augsburg;Bundesliga;#11128 Mert KÃ¶mÃ¼r;11128;64;65;61;59;70;38;51
Australie;Newcastle Utd;Premier League;#11128 Garang Kuol;11128;64;88;56;56;66;28;40
Angleterre;Spurs;Premier League;#11128 Mikey Moore;11128;64;75;60;60;66;35;51
Argentine;Fiorentina;Serie A;#11128 MatÃ­as Moreno;11128;64;56;28;35;43;66;69
RÃ©p. d'Irlande;Newcastle Utd;Premier League;#11128 Alex Murphy;11128;64;65;34;54;57;62;68
Angleterre;Arsenal;Premier League;#11128 Ethan Nwaneri;11128;64;68;62;62;67;39;50
Argentine;Inter milan;Serie A;#11128 TomÃ¡s Palacios;11128;64;53;36;34;38;66;69
Espagne;RCD Espanyol;Ligue 1;#11128 Joan Puig;11128;64;75;47;56;61;59;63
Espagne;Real Madrid;La Liga;#11128 Jacobo;11128;64;63;22;45;48;65;64
Tunisie;Arsenal;Premier League;#11128 Omar Rekik;11128;64;68;38;55;59;62;69
Bosnie-HerzÃ©govine;Angers SCO;Ligue 1;#11128 Halid Å abanoviÄ‡;11128;64;64;39;53;60;63;64
Espagne;Real Valladolid;La Liga;#11128 Chuki;11128;64;63;63;59;66;35;37
Espagne;Getafe CF;La Liga;#11128 Yellu Santiago;11128;64;54;47;56;53;66;58
Serbie;Manchester City;Premier League;#11128 Filip StevanoviÄ‡;11128;64;69;62;61;67;35;52
Pologne;Leicester City;Premier League;#11128 Jakub Stolarczyk;11128;64;65;64;67;69;36;63
Pays de Galles;Brighton;Premier League;#11128 Ed Turns;11128;64;59;30;44;52;63;71
Italie;CÃ´me;Serie A;#11128 Mauro Vigorito;11128;64;63;63;60;65;39;65
Angleterre;Man Utd;Premier League;#11128 Ethan Wheatley;11128;64;72;64;49;63;31;63
France;Paris SG;Ligue 1;#11128 Yoram Zague;11128;64;74;47;59;65;59;56
Espagne;Celta Vigo;La Liga;#12144 Hugo Ãlvarez;12144;63;65;57;63;63;53;50
Ã‰cosse;FC St. Pauli;Bundesliga;#12144 Scott Banks;12144;63;77;60;59;63;32;56
France;Angers SCO;Ligue 1;#12144 Emmanuel Biumla;12144;63;56;44;52;55;65;64
AlgÃ©rie;OGC Nice;Ligue 1;#12144 Teddy Boulhendi;12144;63;63;62;62;63;49;61
Angleterre;Manchester City;Premier League;#12144 Scott Carson;12144;63;61;63;61;62;35;65
Allemagne;Francfort;Bundesliga;#12144 Nnamdi Collins;12144;63;83;25;45;50;61;68
Angleterre;Liverpool;Premier League;#12144 Jayden Danns;12144;63;69;62;51;62;27;61
Allemagne;TSG Hoffenheim;Bundesliga;#12144 Tim Drexler;12144;63;74;31;42;43;65;62
SuÃ¨de;Empoli;Serie A;#12144 Emmanuel Ekong;12144;63;74;64;47;63;24;57
SÃ©nÃ©gal;AS Saint-Ã‰tienne;Ligue 1;#12144 Boubacar Fall;12144;63;64;63;63;65;26;61
SÃ©nÃ©gal;Stade Rennais FC;Ligue 1;#12144 Mikayil Faye;12144;63;74;41;51;54;59;73
RÃ©p. d'Irlande;Getafe CF;La Liga;#12144 John Patrick;12144;63;72;61;52;64;21;56
Portugal;LOSC Lille;Ligue 1;#12144 Rafael Fernandes;12144;63;50;37;49;47;63;64
France;Strasbourg;Ligue 1;#12144 Yoni Gomis;12144;63;58;26;43;52;64;63
Paraguay;Wolves;Premier League;#12144 Enso GonzÃ¡lez;12144;63;81;52;58;69;35;40
France;Parma;Serie A;#12144 Antoine Hainaut;12144;63;65;50;58;62;63;54
Allemagne;Holstein Kiel;Bundesliga;#12144 Phil Harres;12144;63;73;62;45;58;29;72
Espagne;Valencia CF;La Liga;#12144 RubÃ©n Iranzo;12144;63;53;44;55;50;64;64
Allemagne;VfB Stuttgart;Bundesliga;#12144 Thomas Kastanaras;12144;63;64;64;51;60;22;62
France;Toulouse FC;Ligue 1;#12144 Justin Lacombe;12144;63;63;62;62;67;23;63
France;Hellas VÃ©rone;Serie A;#12144 Mathis Lambourde;12144;63;78;60;55;65;21;54
France;OL;Ligue 1;#12144 Irvyn Lomami;12144;63;77;41;57;62;59;61
Espagne;Real Sociedad;La Liga;#12144 Magunazelaia;12144;63;75;64;60;66;46;55
Angleterre;Crystal Palace;Premier League;#12144 Remi Matthews;12144;63;64;63;62;63;45;62
France;LOSC Lille;Ligue 1;#12144 Ethan MbappÃ©;12144;63;61;54;65;65;57;49
Angleterre;Liverpool;Premier League;#12144 James McConnell;12144;63;64;50;62;63;57;64
Italie;Genoa;Serie A;#12144 Filippo Melegoni;12144;63;43;54;67;64;57;60
France;AS Saint-Ã‰tienne;Ligue 1;#12144 Louis Mouton;12144;63;66;43;58;62;58;64
Cameroun;OM;Ligue 1;#12144 FranÃ§ois Mughe;12144;63;87;59;56;64;35;55
Espagne;CA Osasuna;La Liga;#12144 Iker MuÃ±oz;12144;63;60;53;57;62;53;55
Maroc;OM;Ligue 1;#12144 Bilal Nadir;12144;63;58;52;61;63;57;59
Allemagne;SV Werder Bremen;Bundesliga;#12144 Abdenego Nankishi;12144;63;83;52;54;69;29;57
BrÃ©sil;Venezia;Serie A;#12144 Bruno Bertinato;12144;63;64;62;58;63;19;62
Espagne;D. AlavÃ©s;La Liga;#12144 Eneko Ortiz;12144;63;73;26;53;57;58;63
Mexique;Athletic Club;La Liga;#12144 Ãlex Padilla;12144;63;64;64;60;62;31;67
Finlande;Bologne;Serie A;#12144 Niklas PyyhtiÃ¤;12144;63;44;57;65;65;52;59
Espagne;Real Valladolid;La Liga;#12144 Arnau RafÃºs;12144;63;65;63;70;64;25;63
ArmÃ©nie;M'gladbach;Bundesliga;#12144 Grant-Leon Ranos;12144;63;62;65;53;65;27;56
Allemagne;1. FSV Mainz 05;Bundesliga;#12144 Lasse RieÃŸ;12144;63;63;62;59;64;32;63
Espagne;Celta Vigo;La Liga;#12144 DamiÃ¡n;12144;63;67;50;62;59;62;62
Maroc;RCD Espanyol;Ligue 1;#12144 Omar Sadik;12144;63;69;61;52;59;28;61
France;OL;Ligue 1;#12144 Florent Sanchez;12144;63;65;53;66;66;50;56
Allemagne;VfB Stuttgart;Bundesliga;#12144 Dennis Seimen;12144;63;64;58;61;65;40;59
Espagne;AtlÃ©tico Madrid;La Liga;#12144 Javi Serrano;12144;63;69;56;58;62;59;65
Espagne;Celta Vigo;La Liga;#12144 Hugo Sotelo;12144;63;65;59;59;65;44;54
Pays de Galles;FC St. Pauli;Bundesliga;#12144 Fin Stevens;12144;63;62;44;60;63;59;64
Angleterre;Spurs;Premier League;#12144 Alfie Whiteman;12144;63;68;58;56;71;32;60
Pologne;Aston Villa;Premier League;#12144 Oliwier Zych;12144;63;62;64;69;61;23;64
France;Toulouse FC;Ligue 1;#13032 Ylies Aradj;13032;62;62;33;55;59;58;57
Espagne;FC Barcelona;La Liga;#13032 Astralaga;13032;62;58;61;63;61;24;64
Angleterre;Notting. Forest;Premier League;#13032 Fin Back;13032;62;67;34;54;59;58;63
RD Congo;Torino;Serie A;#13032 Brian Jepthe Bayeye;13032;62;76;50;59;60;55;69
Italie;Hellas VÃ©rone;Serie A;#13032 Alessandro Berardi;13032;62;61;58;56;64;50;63
Pays de Galles;AFC Bournemouth;Premier League;#13032 Owen Bevan;13032;62;60;33;43;47;62;63
France;Havre AC;Ligue 1;#13032 IsmaÃ¯l Bouneb;13032;62;66;52;61;67;38;50
France;AJ Auxerre;Ligue 1;#13032 Nathan Buayi-Kiala;13032;62;63;54;62;62;59;57
France;Stade Brestois 29;Ligue 1;#13032 Axel Camblan;13032;62;76;54;60;66;41;40
Espagne;Valencia CF;La Liga;#13032 Marco Camus;13032;62;69;56;58;63;32;50
Angleterre;Spurs;Premier League;#13032 Tyrese Hall;13032;62;69;50;60;65;58;58
NorvÃ¨ge;SV Werder Bremen;Bundesliga;#13032 Isak Hansen-AarÃ¸en;13032;62;70;50;60;68;47;50
Allemagne;FC Bayern MÃ¼nchen;Bundesliga;#13032 Arijon IbrahimoviÄ‡;13032;62;59;62;56;67;26;48
Espagne;RCD Espanyol;Ligue 1;#13032 Marc Jurado;13032;62;74;49;62;65;57;55
Angleterre;Chelsea;Premier League;#13032 Omari Kellyman;13032;62;64;59;60;65;43;57
CorÃ©e du Sud;Brentford;Premier League;#13032 Kim Ji Soo;13032;62;51;24;43;34;62;69
Allemagne;VfL Wolfsburg;Bundesliga;#13032 Niklas Klinger;13032;62;59;60;63;64;33;60
Allemagne;VfL Bochum 1848;Bundesliga;#13032 Lennart Koerdt;13032;62;58;52;65;65;48;49
France;AS Monaco;Ligue 1;#13032 Yann Lienard;13032;62;60;61;60;62;23;63
Espagne;CA Osasuna;La Liga;#13032 Noel;13032;62;65;62;55;63;28;46
Pays-Bas;AJ Auxerre;Ligue 1;#13032 Eros Maddy;13032;62;84;55;52;66;26;48
France;LOSC Lille;Ligue 1;#13032 Aaron Malouda;13032;62;74;54;57;67;32;44
Angleterre;Everton;Premier League;#13032 Stanley Mills;13032;62;69;63;55;65;30;51
France;Toulouse FC;Ligue 1;#13032 Mathys Niflore;13032;62;64;63;62;64;39;61
Allemagne;VfB Stuttgart;Bundesliga;#13032 Luca Raimund;13032;62;69;56;61;62;44;54
Espagne;Getafe CF;La Liga;#13032 Gorka;13032;62;69;40;50;53;58;66
Italie;Genoa;Serie A;#13032 Daniele Sommariva;13032;62;64;56;62;68;42;59
Allemagne;M'gladbach;Bundesliga;#13032 Lukas Ullrich;13032;62;67;43;54;62;56;61
RÃ©p. d'Irlande;Crystal Palace;Premier League;#13032 Franco Umeh-Chibueze;13032;62;76;60;52;64;53;60
Espagne;FC Barcelona;La Liga;#13032 Pau VÃ­ctor;13032;62;76;58;60;65;52;67
Angleterre;Manchester City;Premier League;#13032 Jacob Wright;13032;62;64;52;62;62;57;57
France;Angers SCO;Ligue 1;#13032 Melvin Zinga;13032;62;63;65;60;66;24;60
Maroc;Stade Rennais FC;Ligue 1;#13836 Abdelhamid Ait Boudlal;13836;61;68;30;47;47;60;66
Angleterre;Leicester City;Premier League;#13836 Will Alves;13836;61;66;53;60;65;45;52
Angleterre;Southampton;Premier League;#13836 Samuel Amo-Ameyaw;13836;61;78;54;53;65;28;40
Maroc;Leverkusen;Bundesliga;#13836 Ayman Aourir;13836;61;66;54;59;67;42;39
Angleterre;Liverpool;Premier League;#13836 James Balagizi;13836;61;76;61;59;65;46;66
Ã‰tats-Unis;FC Augsburg;Bundesliga;#13836 Noahkai Banks;13836;61;61;34;48;46;61;67
France;FC Nantes;Ligue 1;#13836 Hugo Barbet;13836;61;62;58;59;64;35;57
Roumanie;Lecce;Serie A;#13836 Rares Burnete;13836;61;55;65;45;61;23;56
Espagne;RCD Espanyol;Ligue 1;#13836 CatalÃ ;13836;61;64;37;49;55;61;60
Allemagne;Notting. Forest;Premier League;#13836 Eric da Silva Moreira;13836;61;75;43;56;63;52;58
France;AJ Auxerre;Ligue 1;#13836 KÃ©vin Danois;13836;61;55;53;60;61;61;50
Angleterre;Liverpool;Premier League;#13836 Harvey Davies;13836;61;60;63;57;60;29;59
France;AJ Auxerre;Ligue 1;#13836 ThÃ©o De Percin;13836;61;65;62;63;62;22;60
Bosnie-HerzÃ©govine;Montpellier;Ligue 1;#13836 Belmin DizdareviÄ‡;13836;61;63;58;56;66;26;62
Ghana;Real Valladolid;La Liga;#13836 Eugene Frimpong;13836;61;73;49;61;59;58;62
Italie;Lazio;Serie A;#13836 Alessio Furlanetto;13836;61;63;60;58;65;39;55
Angleterre;Man Utd;Premier League;#13836 Daniel Gore;13836;61;72;50;60;67;48;54
France;Angers SCO;Ligue 1;#13836 Justin-NoÃ«l Kalumba;13836;61;63;50;61;66;55;49
Allemagne;Holstein Kiel;Bundesliga;#13836 Andu Kelati;13836;61;72;55;56;64;33;47
Allemagne;FC Augsburg;Bundesliga;#13836 Daniel Klein;13836;61;61;59;56;63;23;58
Angleterre;Crystal Palace;Premier League;#13836 Caleb Kporha;13836;61;69;59;56;60;57;61
Angleterre;Brentford;Premier League;#13836 Ben Krauhaus;13836;61;75;56;58;62;48;57
Espagne;RCD Majorque;La Liga;#13836 Pau MascarÃ³;13836;61;74;63;45;59;24;60
France;Wolves;Premier League;#13836 Bastien Meupiyou;13836;61;58;33;43;43;62;62
Espagne;Villarreal CF;La Liga;#13836 VÃ­ctor Moreno;13836;61;63;62;57;63;31;44
Angleterre;Liverpool;Premier League;#13836 Trey Nyoni;13836;61;67;52;58;67;50;51
Allemagne;VfL Wolfsburg;Bundesliga;#13836 David Odogu;13836;61;58;32;42;49;62;65
Pays-Bas;Arsenal;Premier League;#13836 Salah-Eddine Oulad M'Hand;13836;61;63;58;64;66;53;53
Italie;Atalanta Bergame;Serie A;#13836 Francesco Rossi;13836;61;63;62;63;62;22;60
Finlande;Lecce;Serie A;#13836 Jasper Samooja;13836;61;62;65;61;59;26;60
Espagne;Manchester City;Premier League;#13836 Mahamadou Susoho;13836;61;62;47;59;62;60;56
Espagne;Valencia CF;La Liga;#13836 MartÃ­n TejÃ³n;13836;61;60;60;60;62;39;52
Allemagne;VfL Bochum 1848;Bundesliga;#13836 Mohammed Tolba;13836;61;57;38;53;60;61;63
Angleterre;Brentford;Premier League;#13836 Ryan Trevitt;13836;61;62;58;60;65;48;61
Espagne;Celta Vigo;La Liga;#13836 Marc Vidal;13836;61;63;63;66;62;30;55
BrÃ©sil;Francfort;Bundesliga;#13836 KauÃ£ Santos;13836;61;64;60;55;64;30;57
Angleterre;Man Utd;Premier League;#14512 Harry Amass;14512;60;73;29;46;61;55;58
Nigeria;Genoa;Serie A;#14512 David Ankeye;14512;60;71;55;47;61;30;59
Italie;Bologne;Serie A;#14512 Nicola Bagnolini;14512;60;62;57;59;65;34;53
France;Angers SCO;Ligue 1;#14512 Yassin Belkhdim;14512;60;51;44;61;61;59;51
Albanie;Lecce;Serie A;#14512 Medon Berisha;14512;60;47;47;59;58;59;60
Angleterre;Brentford;Premier League;#14512 Ethan Brierley;14512;60;67;46;58;63;53;55
Allemagne;FC Bayern MÃ¼nchen;Bundesliga;#14512 Tarek Buchmann;14512;60;57;29;40;41;61;65
Italie;Cagliari;Serie A;#14512 Giuseppe Ciocci;14512;60;62;56;54;65;24;58
Italie;Fiorentina;Serie A;#14512 Pietro Comuzzo;14512;60;41;27;38;37;63;55
France;Torino;Serie A;#14512 Ali Bina DembÃ©lÃ©;14512;60;67;42;50;58;56;64
Irlande du Nord;Crystal Palace;Premier League;#14512 Justin Devenny;14512;60;64;58;60;59;56;65
France;Strasbourg;Ligue 1;#14512 Tidiane Diallo;14512;60;71;51;54;66;25;44
Espagne;Valencia CF;La Liga;#14512 Domi;14512;60;68;60;47;63;27;44
Espagne;Real Sociedad;La Liga;#14512 Fraga;14512;60;56;63;57;58;24;65
Italie;Venezia;Serie A;#14512 Matteo Grandi;14512;60;59;57;60;56;45;61
Belgique;Sevilla FC;La Liga;#14512 Stanis Idumbo;14512;60;72;61;56;62;27;64
Turquie;Brentford;Premier League;#14512 Yunus Emre Konak;14512;60;60;43;55;54;57;56
Allemagne;FC Augsburg;Bundesliga;#14512 Henri Koudossou;14512;60;62;50;61;56;48;59
Espagne;Southampton;Premier League;#14512 Juan Larios;14512;60;70;36;51;61;55;49
Maroc;Montpellier;Ligue 1;#14512 Othmane Maamma;14512;60;68;57;52;63;29;65
Danemark;Stade Rennais FC;Ligue 1;#14512 Henrik Meister;14512;60;65;58;42;55;26;71
Espagne;D. AlavÃ©s;La Liga;#14512 TomÃ¡s Mendes;14512;60;63;54;54;59;50;58
Espagne;Rayo Vallecano;La Liga;#14512 Diego MÃ©ndez;14512;60;63;27;47;45;60;59
France;Real Betis;La Liga;#14512 Nobel Mendy;14512;60;69;44;52;54;56;63
Allemagne;TSG Hoffenheim;Bundesliga;#14512 Max Moerstedt;14512;60;60;59;41;51;28;60
JamaÃ¯que;Arsenal;Premier League;#14512 Zane Monlouis;14512;60;61;31;43;48;60;65
Allemagne;SV Werder Bremen;Bundesliga;#14512 Leon Opitz;14512;60;67;57;54;60;34;54
Allemagne;VfL Bochum 1848;Bundesliga;#14512 Mats Pannewig;14512;60;48;53;57;61;52;68
SÃ©nÃ©gal;Sevilla FC;La Liga;#14512 Ibrahima Sow;14512;60;74;56;53;52;23;61
GrÃ¨ce;CA Osasuna;La Liga;#14512 Dimitrios Stamatakis;14512;60;57;62;62;61;17;61
CÃ´te d'Ivoire;Stade Brestois 29;Ligue 1;#14512 Luck ZogbÃ©;14512;60;65;34;49;55;58;57
France;AJ Auxerre;Ligue 1;#15131 RaphaÃ«l AdicÃ©am;15131;59;62;60;57;58;21;60
Allemagne;FC St. Pauli;Bundesliga;#15131 SÃ¶ren Ahlers;15131;59;60;58;61;62;25;60
France;OL;Ligue 1;#15131 Justin Bengui;15131;59;60;57;55;60;25;56
France;Havre AC;Ligue 1;#15131 MathÃ©o Bodmer;15131;59;55;47;60;62;54;56
Angleterre;Arsenal;Premier League;#15131 Nathan Butler-Oyedeji;15131;59;74;57;53;62;19;52
Angleterre;Man Utd;Premier League;#15131 Toby Collyer;15131;59;65;33;56;58;55;55
Angleterre;Southampton;Premier League;#15131 Tyler Dibling;15131;59;77;51;51;64;25;49
Gabon;Stade Rennais FC;Ligue 1;#15131 Alan Do Marcolino;15131;59;59;62;44;60;23;46
Ghana;Valencia CF;La Liga;#15131 Ali Fadal;15131;59;60;47;58;55;55;56
Allemagne;Heidenheim;Bundesliga;#15131 Frank Feller;15131;59;61;60;63;60;30;62
Allemagne;FC St. Pauli;Bundesliga;#15131 Luca GÃ¼nther;15131;59;61;28;47;57;58;57
Maroc;Strasbourg;Ligue 1;#15131 Walid Hasbi;15131;59;66;58;55;62;45;53
Ã‰cosse;Man Utd;Premier League;#15131 Louis Jackson;15131;59;65;29;50;49;58;66
Allemagne;Heidenheim;Bundesliga;#15131 Luka JaneÅ¡;15131;59;59;38;48;53;61;61
Italie;Fiorentina;Serie A;#15131 Tommaso Martinelli;15131;59;61;59;56;62;23;58
Angleterre;Man Utd;Premier League;#15131 Sam Mather;15131;59;69;53;55;62;35;47
RÃ©p. d'Irlande;West Ham;Premier League;#15131 Sean Moore;15131;59;71;54;54;62;29;38
RÃ©p. d'Irlande;Brighton;Premier League;#15131 Jamie Mullins;15131;59;70;54;51;64;28;40
