Nationalité,Club,Nom,Position,Poste,Note,VIT,TIR,PAS,DRI,DEF,PHY
Espagne,Real Betis,#7904 Félix,DC,7904,67,64,24,57,63,67,68
Autriche,FC St. Pauli,#7904 David Nemeth,DC,7904,67,53,29,44,43,67,78
Angleterre,Genoa,#7904 Brooke Norton-Cuffy,DD,7904,67,80,39,58,69,60,70
France,Hellas Vérone,#7904 Yllan Okou,DC,7904,67,69,31,48,55,66,67
Espagne,Real Sociedad,#7904 Olasagasti,MC,7904,67,60,61,65,61,64,69
Nouvelle-Zélande,AS Saint-Étienne,#7904 Ben Old,MG,7904,67,82,59,62,68,43,69
Danemark,Newcastle Utd,#7904 William Osula,BU,7904,67,68,66,49,64,24,63
France,Angers SCO,#7904 Zinédine Ould Khaled,MDC,7904,67,45,47,61,63,64,70
Italie,Hellas Vérone,#7904 Simone Perilli,G,7904,67,67,67,61,64,46,66
Chili,Udinese,#7904 Damián Pizarro,BU,7904,67,84,60,46,67,19,76
Tunisie,Lecce,#7904 Hamza Rafia,MC,7904,67,60,67,68,74,34,63
France,Strasbourg,#7904 Robin Risser,G,7904,67,68,71,64,69,39,60
Allemagne,FC St. Pauli,#7904 Lars Ritzka,DG,7904,67,69,46,61,63,62,68
France,Stade de Reims,#7904 Amine Salama,BU,7904,67,73,66,56,66,25,63
Belgique,Venezia,#7904 Joël Schingtienne,DC,7904,67,66,25,48,40,69,69
Allemagne,SC Freiburg,#7904 Kenneth Schmidt,DC,7904,67,77,26,49,52,67,70
Croatie,Venezia,#7904 Marin Šverko,DC,7904,67,66,37,55,60,66,76
Allemagne,SV Werder Bremen,#7904 Keke Topp,BU,7904,67,60,65,50,62,26,77
Espagne,Real Valladolid,#7904 David Torres,DC,7904,67,59,27,54,47,68,66
Autriche,1. FSV Mainz 05,#7904 Nikolas Veratschnig,DD,7904,67,75,52,60,65,61,71
Angleterre,Manchester City,#7904 Joshua Wilson-Esbrand,DG,7904,67,81,41,60,69,62,58
Irak,Ipswich Town,#8960 Ali Al Hamadi,BU,8960,66,80,63,47,64,18,73
Espagne,CD Leganés,#8960 Altimira,DD,8960,66,65,42,61,63,63,58
Suède,Brighton,#8960 Yasin Ayari,MC,8960,66,63,51,66,69,52,59
Espagne,CA Osasuna,#8960 Iker Benito,MG,8960,66,78,60,62,68,35,45
Pologne,VfL Wolfsburg,#8960 Bartosz Białek,BU,8960,66,62,67,46,63,34,70
Italie,Monza,#8960 Alessandro Bianco,MC,8960,66,49,46,64,68,59,47
France,Monza,#8960 Warren Bondo,MC,8960,66,74,55,62,72,58,63
Allemagne,FC St. Pauli,#8960 Carlo Boukhalfa,MOC,8960,66,66,61,62,66,60,73
Allemagne,Heidenheim,#8960 Maximilian Breunig,BU,8960,66,65,65,47,63,26,67
France,Stade de Reims,#8960 Ludovic Butelle,G,8960,66,64,68,62,65,32,69
France,Havre AC,#8960 Aloïs Confais,MDC,8960,66,57,55,62,65,63,58
France,Stade Brestois 29,#8960 Grégoire Coudert,G,8960,66,68,62,59,68,34,63
Argentine,Hellas Vérone,#8960 Juan Manuel Cruz,BU,8960,66,61,67,52,62,28,62
Angleterre,Wolves,#8960 Luke Cundle,MC,8960,66,72,60,66,67,51,48
France,AS Monaco,#8960 Edan Diop,MD,8960,66,73,60,63,68,41,49
Allemagne,VfB Stuttgart,#8960 Stefan Drljača,G,8960,66,68,62,55,71,31,64
Belgique,Borussia Dortmund,#8960 Julien Duranville,MG,8960,66,84,60,58,75,23,48
Allemagne,Heidenheim,#8960 Vitus Eicher,G,8960,66,66,65,60,68,45,66
Gabon,Angers SCO,#8960 Jacques Ekomié,DG,8960,66,71,31,57,62,62,64
Danemark,VfB Stuttgart,#8960 Wahid Faghir,BU,8960,66,68,66,47,65,27,67
Espagne,Real Sociedad,#8960 Urko González,DC,8960,66,46,43,59,52,66,68
Allemagne,Francfort,#8960 Jens Grahl,G,8960,66,70,60,58,70,44,63
Maroc,Havre AC,#8960 Ilyes Housni,BU,8960,66,67,67,57,70,26,49
France,Angers SCO,#8960 Adrien Hunou,BU,8960,66,66,65,67,67,51,67
Argentine,Fiorentina,#8960 Gino Infantino,AD,8960,66,71,61,64,71,48,56
France,Havre AC,#8960 Antoine Joujou,MD,8960,66,69,65,59,68,22,53
Allemagne,Heidenheim,#8960 Thomas Keller,DC,8960,66,60,42,56,54,64,70
Côte d'Ivoire,Côme,#8960 Ben Lhassine Kone,MC,8960,66,76,61,64,72,56,63
Allemagne,VfB Stuttgart,#8960 Frans Krätzig,DG,8960,66,66,45,61,71,62,53
Allemagne,Leverkusen,#8960 Niklas Lomb,G,8960,66,68,58,64,70,38,63
Espagne,Athletic Club,#8960 Javi Martón,BU,8960,66,57,70,50,64,25,53
Uruguay,Genoa,#8960 Alan Matturro,DC,8960,66,64,30,52,54,67,64
Roumanie,Brighton,#8960 Adrian Mazilu,MD,8960,66,81,64,58,69,35,55
Italie,Venezia,#8960 Hans Nicolussi Caviglia,MC,8960,66,63,53,67,67,53,49
Ghana,Leicester City,#8960 Nathan Opoku,BU,8960,66,81,68,54,66,24,61
Guinée équatoriale,D. Alavés,#8960 Owono,G,8960,66,68,66,65,65,28,62
France,Angers SCO,#8960 Lilian Raolisoa,DD,8960,66,69,38,51,66,66,56
Allemagne,SC Freiburg,#8960 Max Rosenfelder,DC,8960,66,58,22,48,51,67,61
Belgique,Venezia,#8960 Richie Sagrado,MD,8960,66,75,46,56,67,60,66
Allemagne,FC St. Pauli,#8960 Ben Voll,G,8960,66,67,64,65,68,24,65
Sénégal,AS Saint-Étienne,#8960 Ibrahima Wadji,BU,8960,66,89,65,55,69,27,67
Allemagne,1. FSV Mainz 05,#8960 Nelson Weiper,BU,8960,66,70,65,46,65,25,69
Turquie,Getafe CF,#8960 Bertuğ Yıldırım,BU,8960,66,70,64,48,62,32,72
France,Cagliari,#10049 Michel Ndary Adopo,MC,10049,65,58,56,62,65,66,63
Suède,FC St. Pauli,#10049 Erik Ahlstrand,MD,10049,65,77,56,59,65,36,57
Côte d'Ivoire,AJ Auxerre,#10049 Clément Akpa,DG,10049,65,68,41,52,62,62,60
Allemagne,SV Werder Bremen,#10049 Mio Backhaus,G,10049,65,65,60,60,69,19,63
France,Hellas Vérone,#10049 Reda Belahyane,MDC,10049,65,50,46,59,68,66,42
Espagne,Sevilla FC,#10049 Darío,DD,10049,65,58,32,51,62,64,62
Islande,Venezia,#10049 Bjarki Steinn Bjarkason,MD,10049,65,63,58,63,67,48,55
Espagne,Udinese,#10049 Iker Bravo,BU,10049,65,66,66,54,65,23,56
Espagne,Sevilla FC,#10049 Manu Bueno,MC,10049,65,60,60,58,65,61,57
Espagne,FC Barcelona,#10049 Marc Casadó,MDC,10049,65,58,54,62,66,62,53
Italie,Hellas Vérone,#10049 Mattia Chiesa,G,10049,65,67,62,67,65,39,61
Italie,Bologne,#10049 Tommaso Corazza,DG,10049,65,66,56,61,67,65,58
Angleterre,Brentford,#10049 Matthew Cox,G,10049,65,67,63,65,66,30,65
Allemagne,VfL Wolfsburg,#10049 Bence Dárdai,MOC,10049,65,65,54,64,67,24,47
Allemagne,VfB Stuttgart,#10049 Justin Diehl,MG,10049,65,81,66,55,70,22,45
Macédoine du Nord,VfL Bochum 1848,#10049 Agon Elezi,MDC,10049,65,67,56,62,61,64,57
Islande,Venezia,#10049 Mikael Egill Ellertsson,MC,10049,65,69,68,64,70,61,54
Espagne,Sevilla FC,#10049 Alberto Flores,G,10049,65,65,66,63,64,30,63
Togo,Leverkusen,#10049 Sadik Fofana,DC,10049,65,69,45,57,58,62,73
Angleterre,Monza,#10049 Omari Forson,MD,10049,65,72,60,63,68,31,51
Espagne,FC Barcelona,#10049 Héctor Fort,DD,10049,65,73,35,60,59,62,61
Espagne,RCD Espanyol,#10049 Fortuño,G,10049,65,63,64,64,65,42,65
Allemagne,Holstein Kiel,#10049 Max Geschwill,DC,10049,65,69,31,47,57,66,66
Angleterre,Newcastle Utd,#10049 Mark Gillespie,G,10049,65,65,63,62,67,34,64
Lituanie,Torino,#10049 Gvidas Gineitis,MC,10049,65,57,58,66,66,52,64
Espagne,Celta Vigo,#10049 Alfon,MD,10049,65,76,64,59,67,32,55
France,Villarreal CF,#10049 Willy Kambwala,DC,10049,65,71,30,51,58,64,64
France,Havre AC,#10049 Yann Kitala,BU,10049,65,71,66,46,62,24,71
Côte d'Ivoire,Stade de Reims,#10049 Amadou Koné,MDC,10049,65,61,53,60,61,61,66
France,RC Lens,#10049 Rémy Labeau Lascary,MD,10049,65,72,65,57,64,27,57
République centrafricaine,Stade Rennais FC,#10049 Geoffrey Lembet,G,10049,65,66,59,62,71,39,65
Jamaïque,Wolves,#10049 Dexter Lembikisa,DD,10049,65,83,43,55,60,60,60
Italie,Parma,#10049 Giovanni Leoni,DC,10049,65,55,27,41,47,66,64
France,Havre AC,#10049 Élysée Logbo,BU,10049,65,61,65,50,63,19,66
Espagne,Real Sociedad,#10049 Pablo Marín,MOC,10049,65,62,58,62,65,37,47
Espagne,Real Sociedad,#10049 Unai Marrero,G,10049,65,67,65,59,68,22,65
France,Paris SG,#10049 Senny Mayulu,MOC,10049,65,72,60,63,71,48,53
France,Havre AC,#10049 Steve Ngoura,BU,10049,65,63,65,48,65,19,53
Allemagne,TSG Hoffenheim,#10049 Luca Philipp,G,10049,65,63,62,59,67,26,67
Italie,AS Roma,#10049 Niccolò Pisilli,MC,10049,65,53,59,65,63,59,52
Italie,Latium,#10049 André Anderson,MOC,10049,65,65,61,60,68,25,43
Espagne,RCD Espanyol,#10049 Antoniu Roca,MG,10049,65,82,57,58,66,39,57
Uruguay,Getafe CF,#10049 Álvaro,BU,10049,65,68,63,59,63,22,55
Brésil,FC St. Pauli,#10049 Maurides,BU,10049,65,47,67,53,63,30,77
Allemagne,Holstein Kiel,#10049 Lasse Rosenboom,DD,10049,65,67,36,57,58,63,65
France,Strasbourg,#10049 Mamadou Sarr,DC,10049,65,62,30,51,54,65,68
Albanie,Cagliari,#10049 Alen Sherri,G,10049,65,66,61,61,68,34,63
Belgique,Hellas Vérone,#10049 Ayanda Sishuba,MOC,10049,65,71,60,60,73,32,40
Angleterre,OM,#10049 Emran Soglo,MG,10049,65,74,54,62,67,58,50
Nigeria,Getafe CF,#10049 Chrisantus Uche,MDC,10049,65,66,49,51,61,63,77
Allemagne,Borussia Dortmund,#10049 Kjell Wätjen,MC,10049,65,72,52,66,67,54,55
Hongrie,Girona FC,#10049 Antal Yaakobishvili,DC,10049,65,66,25,50,54,64,68
Italie,Milano FC,#10049 Kevin Zeroli,MC,10049,65,68,57,62,70,64,59
Espagne,Girona FC,#11128 Ricard Artero,MOC,11128,64,68,60,61,65,57,58
Angleterre,Spurs,#11128 Brandon Austin,G,11128,64,69,63,55,62,41,64
Allemagne,VfL Bochum 1848,#11128 Samuel Bamba,MG,11128,64,80,50,57,69,24,44
Suisse,Montpellier,#11128 Gabriel Barès,MC,11128,64,60,49,64,63,60,64
Pays-Bas,Aston Villa,#11128 Lamare Bogarde,MDC,11128,64,64,46,57,61,63,69
Luxembourg,M'gladbach,#11128 Yvandro Borges Sanches,MG,11128,64,77,57,64,63,53,58
Allemagne,VfL Wolfsburg,#11128 Bennit Bröger,MOC,11128,64,66,45,59,73,35,41
Côte d'Ivoire,Parma,#11128 Drissa Camara,MD,11128,64,65,57,63,65,54,58
États-Unis,Borussia Dortmund,#11128 Cole Campbell,MD,11128,64,73,57,59,69,26,39
Argentine,Venezia,#11128 Franco Carboni,DG,11128,64,62,40,55,57,60,68
Italie,M'gladbach,#11128 Fabio Chiarodia,DC,11128,64,66,33,49,56,65,63
Italie,Hellas Vérone,#11128 Alphadjo Cissè,MOC,11128,64,77,59,62,67,46,51
Italie,Parma,#11128 Edoardo Corvi,G,11128,64,66,63,61,67,25,58
France,Stade de Reims,#11128 Mamadou Diakhon,MD,11128,64,75,59,57,68,32,48
Danemark,Lecce,#11128 Patrick Dorgu,DG,11128,64,78,50,54,67,57,48
Allemagne,Holstein Kiel,#11128 Marcel Engelhardt,G,11128,64,69,58,61,67,46,64
Espagne,CD Leganés,#11128 Naim García,MD,11128,64,60,63,60,68,33,50
Angleterre,Chelsea,#11128 Tyrique George,MG,11128,64,81,62,58,68,32,52
Estonie,Real Valladolid,#11128 Karl Hein,G,11128,64,61,63,56,66,35,64
Danemark,Francfort,#11128 Oscar Højlund,MC,11128,64,74,56,60,66,61,66
Croatie,UD Las Palmas,#11128 Dinko Horkaš,G,11128,64,64,61,61,66,48,62
Espagne,Sevilla FC,#11128 Hormigo,DG,11128,64,67,26,53,51,62,57
Turquie,Torino,#11128 Emirhan İlkhan,MC,11128,64,66,58,63,70,50,48
Espagne,Athletic Club,#11128 Jauregizar,MC,11128,64,60,55,57,62,56,57
Pays de Galles,Wolves,#11128 Tom King,G,11128,64,64,63,61,64,42,63
Allemagne,FC Augsburg,#11128 Mert Kömür,MOC,11128,64,65,61,59,70,38,51
Australie,Newcastle Utd,#11128 Garang Kuol,AG,11128,64,88,56,56,66,28,40
Angleterre,Spurs,#11128 Mikey Moore,MG,11128,64,75,60,60,66,35,51
Argentine,Fiorentina,#11128 Matías Moreno,DC,11128,64,56,28,35,43,66,69
Rép. d'Irlande,Newcastle Utd,#11128 Alex Murphy,DC,11128,64,65,34,54,57,62,68
Angleterre,Arsenal,#11128 Ethan Nwaneri,MOC,11128,64,68,62,62,67,39,50
Argentine,Lombardia FC,#11128 Tomás Palacios,DC,11128,64,53,36,34,38,66,69
Espagne,RCD Espanyol,#11128 Joan Puig,DG,11128,64,75,47,56,61,59,63
Espagne,Real Madrid,#11128 Jacobo,DC,11128,64,63,22,45,48,65,64
Tunisie,Arsenal,#11128 Omar Rekik,DC,11128,64,68,38,55,59,62,69
Bosnie-Herzégovine,Angers SCO,#11128 Halid Šabanović,DD,11128,64,64,39,53,60,63,64
Espagne,Real Valladolid,#11128 Chuki,MOC,11128,64,63,63,59,66,35,37
Espagne,Getafe CF,#11128 Yellu Santiago,MDC,11128,64,54,47,56,53,66,58
Serbie,Manchester City,#11128 Filip Stevanović,AG,11128,64,69,62,61,67,35,52
Pologne,Leicester City,#11128 Jakub Stolarczyk,G,11128,64,65,64,67,69,36,63
Pays de Galles,Brighton,#11128 Ed Turns,DC,11128,64,59,30,44,52,63,71
Italie,Côme,#11128 Mauro Vigorito,G,11128,64,63,63,60,65,39,65
Angleterre,Man Utd,#11128 Ethan Wheatley,BU,11128,64,72,64,49,63,31,63
France,Paris SG,#11128 Yoram Zague,DD,11128,64,74,47,59,65,59,56
Espagne,Celta Vigo,#12144 Hugo Álvarez,MG,12144,63,65,57,63,63,53,50
Écosse,FC St. Pauli,#12144 Scott Banks,MD,12144,63,77,60,59,63,32,56
France,Angers SCO,#12144 Emmanuel Biumla,DC,12144,63,56,44,52,55,65,64
Algérie,OGC Nice,#12144 Teddy Boulhendi,G,12144,63,63,62,62,63,49,61
Angleterre,Manchester City,#12144 Scott Carson,G,12144,63,61,63,61,62,35,65
Allemagne,Francfort,#12144 Nnamdi Collins,DC,12144,63,83,25,45,50,61,68
Angleterre,Liverpool,#12144 Jayden Danns,BU,12144,63,69,62,51,62,27,61
Allemagne,TSG Hoffenheim,#12144 Tim Drexler,DC,12144,63,74,31,42,43,65,62
Suède,Empoli,#12144 Emmanuel Ekong,BU,12144,63,74,64,47,63,24,57
Sénégal,AS Saint-Étienne,#12144 Boubacar Fall,G,12144,63,64,63,63,65,26,61
Sénégal,Stade Rennais FC,#12144 Mikayil Faye,DC,12144,63,74,41,51,54,59,73
Rép. d'Irlande,Getafe CF,#12144 John Patrick,MOC,12144,63,72,61,52,64,21,56
Portugal,LOSC Lille,#12144 Rafael Fernandes,DC,12144,63,50,37,49,47,63,64
France,Strasbourg,#12144 Yoni Gomis,DC,12144,63,58,26,43,52,64,63
Paraguay,Wolves,#12144 Enso González,AG,12144,63,81,52,58,69,35,40
France,Parma,#12144 Antoine Hainaut,DD,12144,63,65,50,58,62,63,54
Allemagne,Holstein Kiel,#12144 Phil Harres,BU,12144,63,73,62,45,58,29,72
Espagne,Valencia CF,#12144 Rubén Iranzo,DC,12144,63,53,44,55,50,64,64
Allemagne,VfB Stuttgart,#12144 Thomas Kastanaras,BU,12144,63,64,64,51,60,22,62
France,Toulouse FC,#12144 Justin Lacombe,G,12144,63,63,62,62,67,23,63
France,Hellas Vérone,#12144 Mathis Lambourde,MD,12144,63,78,60,55,65,21,54
France,OL,#12144 Irvyn Lomami,DD,12144,63,77,41,57,62,59,61
Espagne,Real Sociedad,#12144 Magunazelaia,MOC,12144,63,75,64,60,66,46,55
Angleterre,Crystal Palace,#12144 Remi Matthews,G,12144,63,64,63,62,63,45,62
France,LOSC Lille,#12144 Ethan Mbappé,MC,12144,63,61,54,65,65,57,49
Angleterre,Liverpool,#12144 James McConnell,MC,12144,63,64,50,62,63,57,64
Italie,Genoa,#12144 Filippo Melegoni,MOC,12144,63,43,54,67,64,57,60
France,AS Saint-Étienne,#12144 Louis Mouton,MC,12144,63,66,43,58,62,58,64
Cameroun,OM,#12144 François Mughe,MD,12144,63,87,59,56,64,35,55
Espagne,CA Osasuna,#12144 Iker Muñoz,MC,12144,63,60,53,57,62,53,55
Maroc,OM,#12144 Bilal Nadir,MC,12144,63,58,52,61,63,57,59
Allemagne,SV Werder Bremen,#12144 Abdenego Nankishi,MG,12144,63,83,52,54,69,29,57
Brésil,Venezia,#12144 Bruno Bertinato,G,12144,63,64,62,58,63,19,62
Espagne,D. Alavés,#12144 Eneko Ortiz,DG,12144,63,73,26,53,57,58,63
Mexique,Athletic Club,#12144 Álex Padilla,G,12144,63,64,64,60,62,31,67
Finlande,Bologne,#12144 Niklas Pyyhtiä,MC,12144,63,44,57,65,65,52,59
Espagne,Real Valladolid,#12144 Arnau Rafús,G,12144,63,65,63,70,64,25,63
Arménie,M'gladbach,#12144 Grant-Leon Ranos,BU,12144,63,62,65,53,65,27,56
Allemagne,1. FSV Mainz 05,#12144 Lasse Rieß,G,12144,63,63,62,59,64,32,63
Espagne,Celta Vigo,#12144 Damián,MC,12144,63,67,50,62,59,62,62
Maroc,RCD Espanyol,#12144 Omar Sadik,BU,12144,63,69,61,52,59,28,61
France,OL,#12144 Florent Sanchez,MC,12144,63,65,53,66,66,50,56
Allemagne,VfB Stuttgart,#12144 Dennis Seimen,G,12144,63,64,58,61,65,40,59
Espagne,Atlético Madrid,#12144 Javi Serrano,MDC,12144,63,69,56,58,62,59,65
Espagne,Celta Vigo,#12144 Hugo Sotelo,MC,12144,63,65,59,59,65,44,54
Pays de Galles,FC St. Pauli,#12144 Fin Stevens,DD,12144,63,62,44,60,63,59,64
Angleterre,Spurs,#12144 Alfie Whiteman,G,12144,63,68,58,56,71,32,60
Pologne,Aston Villa,#12144 Oliwier Zych,G,12144,63,62,64,69,61,23,64
France,Toulouse FC,#13032 Ylies Aradj,DG,13032,62,62,33,55,59,58,57
Espagne,FC Barcelona,#13032 Astralaga,G,13032,62,58,61,63,61,24,64
Angleterre,Notting. Forest,#13032 Fin Back,DD,13032,62,67,34,54,59,58,63
RD Congo,Torino,#13032 Brian Jepthe Bayeye,MD,13032,62,76,50,59,60,55,69
Italie,Hellas Vérone,#13032 Alessandro Berardi,G,13032,62,61,58,56,64,50,63
Pays de Galles,AFC Bournemouth,#13032 Owen Bevan,DC,13032,62,60,33,43,47,62,63
France,Havre AC,#13032 Ismaïl Bouneb,MOC,13032,62,66,52,61,67,38,50
France,AJ Auxerre,#13032 Nathan Buayi-Kiala,MC,13032,62,63,54,62,62,59,57
France,Stade Brestois 29,#13032 Axel Camblan,AG,13032,62,76,54,60,66,41,40
Espagne,Valencia CF,#13032 Marco Camus,MG,13032,62,69,56,58,63,32,50
Angleterre,Spurs,#13032 Tyrese Hall,MDC,13032,62,69,50,60,65,58,58
Norvège,SV Werder Bremen,#13032 Isak Hansen-Aarøen,MOC,13032,62,70,50,60,68,47,50
Allemagne,FC Bayern München,#13032 Arijon Ibrahimović,AG,13032,62,59,62,56,67,26,48
Espagne,RCD Espanyol,#13032 Marc Jurado,DD,13032,62,74,49,62,65,57,55
Angleterre,Chelsea,#13032 Omari Kellyman,MOC,13032,62,64,59,60,65,43,57
Corée du Sud,Brentford,#13032 Kim Ji Soo,DC,13032,62,51,24,43,34,62,69
Allemagne,VfL Wolfsburg,#13032 Niklas Klinger,G,13032,62,59,60,63,64,33,60
Allemagne,VfL Bochum 1848,#13032 Lennart Koerdt,MOC,13032,62,58,52,65,65,48,49
France,AS Monaco,#13032 Yann Lienard,G,13032,62,60,61,60,62,23,63
Espagne,CA Osasuna,#13032 Noel,BU,13032,62,65,62,55,63,28,46
Pays-Bas,AJ Auxerre,#13032 Eros Maddy,MD,13032,62,84,55,52,66,26,48
France,LOSC Lille,#13032 Aaron Malouda,MOC,13032,62,74,54,57,67,32,44
Angleterre,Everton,#13032 Stanley Mills,MD,13032,62,69,63,55,65,30,51
France,Toulouse FC,#13032 Mathys Niflore,G,13032,62,64,63,62,64,39,61
Allemagne,VfB Stuttgart,#13032 Luca Raimund,MOC,13032,62,69,56,61,62,44,54
Espagne,Getafe CF,#13032 Gorka,DG,13032,62,69,40,50,53,58,66
Italie,Genoa,#13032 Daniele Sommariva,G,13032,62,64,56,62,68,42,59
Allemagne,M'gladbach,#13032 Lukas Ullrich,DG,13032,62,67,43,54,62,56,61
Rép. d'Irlande,Crystal Palace,#13032 Franco Umeh-Chibueze,AD,13032,62,76,60,52,64,53,60
Espagne,FC Barcelona,#13032 Pau Víctor,BU,13032,62,76,58,60,65,52,67
Angleterre,Manchester City,#13032 Jacob Wright,MDC,13032,62,64,52,62,62,57,57
France,Angers SCO,#13032 Melvin Zinga,G,13032,62,63,65,60,66,24,60
Maroc,Stade Rennais FC,#13836 Abdelhamid Ait Boudlal,DC,13836,61,68,30,47,47,60,66
Angleterre,Leicester City,#13836 Will Alves,MOC,13836,61,66,53,60,65,45,52
Angleterre,Southampton,#13836 Samuel Amo-Ameyaw,AG,13836,61,78,54,53,65,28,40
Maroc,Leverkusen,#13836 Ayman Aourir,MOC,13836,61,66,54,59,67,42,39
Angleterre,Liverpool,#13836 James Balagizi,MC,13836,61,76,61,59,65,46,66
États-Unis,FC Augsburg,#13836 Noahkai Banks,DC,13836,61,61,34,48,46,61,67
France,FC Nantes,#13836 Hugo Barbet,G,13836,61,62,58,59,64,35,57
Roumanie,Lecce,#13836 Rares Burnete,BU,13836,61,55,65,45,61,23,56
Espagne,RCD Espanyol,#13836 Català,DC,13836,61,64,37,49,55,61,60
Allemagne,Notting. Forest,#13836 Eric da Silva Moreira,MD,13836,61,75,43,56,63,52,58
France,AJ Auxerre,#13836 Kévin Danois,MC,13836,61,55,53,60,61,61,50
Angleterre,Liverpool,#13836 Harvey Davies,G,13836,61,60,63,57,60,29,59
France,AJ Auxerre,#13836 Théo De Percin,G,13836,61,65,62,63,62,22,60
Bosnie-Herzégovine,Montpellier,#13836 Belmin Dizdarević,G,13836,61,63,58,56,66,26,62
Ghana,Real Valladolid,#13836 Eugene Frimpong,MC,13836,61,73,49,61,59,58,62
Italie,Latium,#13836 Alessio Furlanetto,G,13836,61,63,60,58,65,39,55
Angleterre,Man Utd,#13836 Daniel Gore,MC,13836,61,72,50,60,67,48,54
France,Angers SCO,#13836 Justin-Noël Kalumba,DG,13836,61,63,50,61,66,55,49
Allemagne,Holstein Kiel,#13836 Andu Kelati,AG,13836,61,72,55,56,64,33,47
Allemagne,FC Augsburg,#13836 Daniel Klein,G,13836,61,61,59,56,63,23,58
Angleterre,Crystal Palace,#13836 Caleb Kporha,DD,13836,61,69,59,56,60,57,61
Angleterre,Brentford,#13836 Ben Krauhaus,MD,13836,61,75,56,58,62,48,57
Espagne,RCD Majorque,#13836 Pau Mascaró,BU,13836,61,74,63,45,59,24,60
France,Wolves,#13836 Bastien Meupiyou,DC,13836,61,58,33,43,43,62,62
Espagne,Villarreal CF,#13836 Víctor Moreno,MD,13836,61,63,62,57,63,31,44
Angleterre,Liverpool,#13836 Trey Nyoni,MC,13836,61,67,52,58,67,50,51
Allemagne,VfL Wolfsburg,#13836 David Odogu,DC,13836,61,58,32,42,49,62,65
Pays-Bas,Arsenal,#13836 Salah-Eddine Oulad M'Hand,MC,13836,61,63,58,64,66,53,53
Italie,Bergamo Calcio,#13836 Francesco Rossi,G,13836,61,63,62,63,62,22,60
Finlande,Lecce,#13836 Jasper Samooja,G,13836,61,62,65,61,59,26,60
Espagne,Manchester City,#13836 Mahamadou Susoho,MDC,13836,61,62,47,59,62,60,56
Espagne,Valencia CF,#13836 Martín Tejón,MOC,13836,61,60,60,60,62,39,52
Allemagne,VfL Bochum 1848,#13836 Mohammed Tolba,DD,13836,61,57,38,53,60,61,63
Angleterre,Brentford,#13836 Ryan Trevitt,MC,13836,61,62,58,60,65,48,61
Espagne,Celta Vigo,#13836 Marc Vidal,G,13836,61,63,63,66,62,30,55
Brésil,Francfort,#13836 Kauã Santos,G,13836,61,64,60,55,64,30,57
Angleterre,Man Utd,#14512 Harry Amass,DG,14512,60,73,29,46,61,55,58
Nigeria,Genoa,#14512 David Ankeye,BU,14512,60,71,55,47,61,30,59
Italie,Bologne,#14512 Nicola Bagnolini,G,14512,60,62,57,59,65,34,53
France,Angers SCO,#14512 Yassin Belkhdim,MC,14512,60,51,44,61,61,59,51
Albanie,Lecce,#14512 Medon Berisha,MC,14512,60,47,47,59,58,59,60
Angleterre,Brentford,#14512 Ethan Brierley,MC,14512,60,67,46,58,63,53,55
Allemagne,FC Bayern München,#14512 Tarek Buchmann,DC,14512,60,57,29,40,41,61,65
Italie,Cagliari,#14512 Giuseppe Ciocci,G,14512,60,62,56,54,65,24,58
Italie,Fiorentina,#14512 Pietro Comuzzo,DC,14512,60,41,27,38,37,63,55
France,Torino,#14512 Ali Bina Dembélé,DD,14512,60,67,42,50,58,56,64
Irlande du Nord,Crystal Palace,#14512 Justin Devenny,MC,14512,60,64,58,60,59,56,65
France,Strasbourg,#14512 Tidiane Diallo,MG,14512,60,71,51,54,66,25,44
Espagne,Valencia CF,#14512 Domi,BU,14512,60,68,60,47,63,27,44
Espagne,Real Sociedad,#14512 Fraga,G,14512,60,56,63,57,58,24,65
Italie,Venezia,#14512 Matteo Grandi,G,14512,60,59,57,60,56,45,61
Belgique,Sevilla FC,#14512 Stanis Idumbo,MOC,14512,60,72,61,56,62,27,64
Turquie,Brentford,#14512 Yunus Emre Konak,MDC,14512,60,60,43,55,54,57,56
Allemagne,FC Augsburg,#14512 Henri Koudossou,MD,14512,60,62,50,61,56,48,59
Espagne,Southampton,#14512 Juan Larios,DG,14512,60,70,36,51,61,55,49
Maroc,Montpellier,#14512 Othmane Maamma,MD,14512,60,68,57,52,63,29,65
Danemark,Stade Rennais FC,#14512 Henrik Meister,BU,14512,60,65,58,42,55,26,71
Espagne,D. Alavés,#14512 Tomás Mendes,MC,14512,60,63,54,54,59,50,58
Espagne,Rayo Vallecano,#14512 Diego Méndez,DC,14512,60,63,27,47,45,60,59
France,Real Betis,#14512 Nobel Mendy,DG,14512,60,69,44,52,54,56,63
Allemagne,TSG Hoffenheim,#14512 Max Moerstedt,BU,14512,60,60,59,41,51,28,60
Jamaïque,Arsenal,#14512 Zane Monlouis,DC,14512,60,61,31,43,48,60,65
Allemagne,SV Werder Bremen,#14512 Leon Opitz,MG,14512,60,67,57,54,60,34,54
Allemagne,VfL Bochum 1848,#14512 Mats Pannewig,MC,14512,60,48,53,57,61,52,68
Sénégal,Sevilla FC,#14512 Ibrahima Sow,BU,14512,60,74,56,53,52,23,61
Grèce,CA Osasuna,#14512 Dimitrios Stamatakis,G,14512,60,57,62,62,61,17,61
